hgnc_symbol	class	group	family	subfamily	krsa_id	uka_id	ptmsea_id	kea3_id	entrez_gene_id	full_name	previous_symbol	synonym_1	synonym_2	synonym_3	synonym_4	synonym_5	synonym_6	synonym_7	synonym_8	synonym_9	synonym_10	synonym_11	synonym_12	synonym_13	other_designation_1	other_designation_2	other_designation_3	other_designation_4	other_designation_5	other_designation_6	other_designation_7	other_designation_8	other_designation_9	other_designation_10
PAK3	N/A	STE	STE20	PAKA	PAKA	PAK3	Not found by Ethan	PAK3	5063	p21 (CDKN1A)-activated kinase 3	PAK3	CDKN1A	MRX30	MRX47	OPHN3	PAK3beta	bPAK	hPAK3	N/A	N/A	N/A	N/A	N/A	N/A	OTTHUMP00000062894	oligophrenin-3	p21-activated kinase 3	p21-activated kinase-3	N/A	N/A	N/A	N/A	N/A	N/A
N/A	N/A	STE	STE20	PAKA	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
PAK4	N/A	STE	STE20	PAKB	PAKB	PAK4	PAK4	PAK4	10298	p21(CDKN1A)-activated kinase 4	PAK4	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	p21-activated kinase 4	"protein kinase related to S. cerevisiae STE20, effector for Cdc42Hs"	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
PAK6	N/A	STE	STE20	PAKB	PAKB	PAK6	PAK6	PAK6	56924	p21(CDKN1A)-activated kinase 6	PAK6	PAK5	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	p21-activated kinase 6	p21-activated protein kinase 6	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
PAK7	N/A	STE	STE20	PAKB	N/A	N/A	N/A	N/A	57144	p21(CDKN1A)-activated kinase 7	PAK5	KIAA1264	MGC26232	PAK5	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	p21-activated kinase 7	protein kinase PAK5	serine/threonine-protein kinase PAK7	N/A	N/A	N/A	N/A	N/A	N/A	N/A
SLK	N/A	STE	STE20	SLK	SLK	SLK	Not found by Jake	Not found	9748	STE20-like kinase (yeast)	SLK	KIAA0204	MGC133067	STK2	bA16H23.1	se20-9	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	CTCL tumor antigen se20-9	OTTHUMP00000059183	"SNF1 (sucrose nonfermenting, yeast, homolog)-like kinase, SNF1 sucrose nonfermenting like kinase (yeast)"	SNF1 sucrose nonfermenting like kinase (yeast)	Ste20-like kinase	Ste20-related serine/threonine kinase	serine/threonine kinase 2	N/A	N/A	N/A
STK10	N/A	STE	STE20	SLK	SLK	LOK	Not found by Jake	STK10	6793	serine/threonine kinase 10	LOK	LOK	PRO2729	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
ALS2CR2	N/A	STE	STE20	STLK	N/A	N/A	N/A	N/A	55437	"amyotrophic lateral sclerosis 2 (juvenile) chromosome region, candidate 2"	STLK6	CALS-21	ILPIP	ILPIPA	MGC102916	PAPK	PRO1038	N/A	N/A	N/A	N/A	N/A	N/A	N/A	ILP-interacting protein ILPIPA	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
LYK5	N/A	STE	STE20	STLK	N/A	N/A	N/A	N/A	92335	N/A	STLK5	FLJ90524	STRAD	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	STE20-related adaptor protein	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
N/A	N/A	STE	STE20	STLK	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
N/A	N/A	STE	STE20	STLK	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
TAOK1	N/A	STE	STE20	TAO	TAO	TAO1	Not found by Jake	TAOK1	57551	TAO kinase 1	TAO1	FLJ14314	KIAA1361	MAP3K16	MARKK	PSK2	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	STE20-like kinase	microtubule affinity regulating kinase kinase	serine/threonine kinase TAO1	serine/threonine protein kinase TAO1 homolog	N/A	N/A	N/A	N/A	N/A	N/A
TAOK2	N/A	STE	STE20	TAO	TAO	TAO2	Not found by Jake	Not found	9344	TAO kinase 2	TAO2	KIAA0881	MAP3K17	PSK	PSK1	TAO1	TAO2	N/A	N/A	N/A	N/A	N/A	N/A	N/A	prostate derived STE20-like kinase PSK	thousand and one amino acid protein kinase	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
TAOK3	N/A	STE	STE20	TAO	TAO	TAO3	Not found by Jake	Not found	51347	TAO kinase 3	TAO3	DKFZp666H245	DPK	FLJ31808	JIK	MAP3K18	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	STE20-like kinase	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
RP6-213H19.1	N/A	STE	STE20	YSK	N/A	N/A	N/A	N/A	51765	N/A	MST4	MASK	MST4	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	Mst3 and SOK1-related kinase	STE20-like kinase MST4	mammalian Ste20-like protein kinase 4	mammalian sterile 20-like 4	serine/threonine protein kinase MASK	N/A	N/A	N/A	N/A	N/A
STK24	N/A	STE	STE20	YSK	N/A	N/A	Not found by Jake	STK24	8428	"serine/threonine kinase 24 (STE20 homolog, yeast)"	MST3	MST-3	MST3	MST3B	STK3	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	STE20-like kinase 3	"serine/threonine kinase 24 (Ste20, yeast homolog)"	sterile 20-like kinase 3	N/A	N/A	N/A	N/A	N/A	N/A	N/A
STK25	N/A	STE	STE20	YSK	N/A	N/A	Not found by Jake	STK25	10494	"serine/threonine kinase 25 (STE20 homolog, yeast)"	YSK1	DKFZp686J1430	SOK1	YSK1	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	"Ste20, yeast homolog"	serine/threonine kinase 25	"serine/threonine kinase 25 (Ste20, yeast homolog)"	sterile 20 (oxidant stress response kinase 1; yeast Sps1/Ste20-related kinase 1)	N/A	N/A	N/A	N/A	N/A	N/A
N/A	N/A	STE	STE20	YSK	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
MAP2K1	N/A	STE	STE7	MEK1	STE7	MEK1/MAP2K1	MEK1/MAP2K1	MAP2K1	5604	mitogen-activated protein kinase kinase 1	MAP2K1	MAPKK1	MEK1	MKK1	PRKMK1	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	"protein kinase, mitogen-activated, kinase 1 (MAP kinase kinase 1)"	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
MAP2K2	N/A	STE	STE7	MEK1	STE7	MEK2/MAP2K2	Not found by Ethan	MAP2K2	5605	mitogen-activated protein kinase kinase 2	MAP2K2	MAPKK2	MEK2	MKK2	PRKMK2	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	CFC syndrome	ERK activator kinase 2	MAP kinase kinase 2	MAPK/ERK kinase 2	cardiofaciocutaneous syndrome	dual specificity mitogen-activated protein kinase kinase 2	"mitogen-activated protein kinase kinase 2, p45"	N/A	N/A	N/A
N/A	N/A	STE	STE7	MEK1	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
N/A	N/A	STE	STE7	MEK1	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
MAP2K3	N/A	STE	STE7	MEK3	STE7	MKK3/MAP2K3	Not found by Ethan	MAP2K3	5606	mitogen-activated protein kinase kinase 3	MAP2K3	MAPKK3	MEK3	MKK3	PRKMK3	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	MAP kinase kinase 3	MAPK/ERK kinase 3	dual specificity mitogen activated protein kinase kinase 3	N/A	N/A	N/A	N/A	N/A	N/A	N/A
MAP2K6	N/A	STE	STE7	MEK3	STE7	MKK6/MAP2K6	MKK6/MAP2K6	MAP2K6	5608	mitogen-activated protein kinase kinase 6	MAP2K6	MAPKK6	MEK6	MKK6	PRKMK6	SAPKK3	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	"protein kinase, mitogen-activated, kinase 6 (MAP kinase kinase 6)"	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
MAP2K4	N/A	STE	STE7	MEK4	STE7	SEK1/MAP2K4	MKK4/MAP2K4	MAP2K4	6416	mitogen-activated protein kinase kinase 4	MAP2K4	JNKK	JNKK1	MAPKK4	MEK4	MKK4	PRKMK4	SEK1	SERK1	N/A	N/A	N/A	N/A	N/A	JNK activating kinase 1	JNK-activated kinase 1	MAP kinase kinase 4	MAPK/ERK kinase 4	SAPK/ERK kinase 1	c-Jun N-terminal kinase kinase 1	dual specificity mitogen-activated protein kinase kinase 4	N/A	N/A	N/A
MAP2K5	N/A	STE	STE7	MEK5	STE7	MAP2K5	Not found by Ethan	Not found	5607	mitogen-activated protein kinase kinase 5	MAP2K5	HsT17454	MAPKK5	MEK5	PRKMK5	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	MAP kinase kinase MEK5b	MAPK/ERK kinase 5	dual specificity mitogen-activated protein kinase kinase 5	N/A	N/A	N/A	N/A	N/A	N/A	N/A
MAP2K7	N/A	STE	STE7	MEK7	STE7	MAP2K7	MKK7/MAP2K7	MAP2K7	5609	mitogen-activated protein kinase kinase 7	MAP2K7	Jnkk2	MAPKK7	MKK7	PRKMK7	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	JNK kinase 2	JNK-activating kinase 2	MAP kinase kinase 7	c-Jun N-terminal kinase kinase 2	dual specificity mitogen-activated protein kinase kinase 7	N/A	N/A	N/A	N/A	N/A
MAP3K14	N/A	STE	STE-Unique	N/A	NIK	NIK	Not found by Ethan	MAP3K14	9020	mitogen-activated protein kinase kinase kinase 14	NIK	FTDCR1B	HS	HSNIK	NIK	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	serine/threonine protein-kinase	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
MAP3K8	N/A	STE	STE-Unique	N/A	COT	COT	Cot/MAP3K8	MAP3K8	1326	mitogen-activated protein kinase kinase kinase 8	COT	COT	EST	ESTF	FLJ10486	TPL2	Tpl-2	c-COT	N/A	N/A	N/A	N/A	N/A	N/A	Cancer Osaka thyroid oncogene	Ewing sarcoma transformant	cot (cancer Osaka thyroid) oncogene	proto-oncogene serine/threoine protein kinase	tumor progression locus-2	N/A	N/A	N/A	N/A	N/A
ACVR1	N/A	TKL	STKR	Type1	STKR	N/A	Not found by Ethan	ACVR1	90	"activin A receptor, type I"	ALK2	ACTRI	ACVRLK2	ALK2	FOP	SKR1	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	"activin A receptor, type II-like kinase 2"	activin A type I receptor	hydroxyalkyl-protein kinase	N/A	N/A	N/A	N/A	N/A	N/A	N/A
ACVR1B	N/A	TKL	STKR	Type1	STKR	ALK4	Not found by Ethan	ACVR1B	91	"activin A receptor, type IB"	ALK4	ACTRIB	ACVRLK4	ALK4	SKR2	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	"activin A receptor, type II-like kinase 4"	activin A type IB receptor	activin receptor-like kinase 4	serine(threonine) protein kinase receptor R2	N/A	N/A	N/A	N/A	N/A	N/A
ACVR1C	N/A	TKL	STKR	Type1	STKR	N/A	Not found by Ethan	Not found	130399	"activin A receptor, type IC"	ALK7	ACVRLK7	ALK7	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	activin receptor-like kinase 7	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
ACVRL1	N/A	TKL	STKR	Type1	STKR	N/A	Not found by Ethan	Not found	94	activin A receptor type II-like 1	ALK1	ACVRLK1	ALK-1	ALK1	HHT	HHT2	ORW2	SKR3	TSR-I	N/A	N/A	N/A	N/A	N/A	TGF-B superfamily receptor type I	"activin A receptor, type II-like kinase 1"	serine/threonine-protein kinase receptor R3	N/A	N/A	N/A	N/A	N/A	N/A	N/A
BMPR1A	N/A	TKL	STKR	Type1	STKR	N/A	Not found by Ethan	BMPR1A	657	"bone morphogenetic protein receptor, type IA"	BMPR1A	ACVRLK3	ALK3	CD292	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	"activin A receptor, type II-like kinase 3"	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
BMPR1B	N/A	TKL	STKR	Type1	STKR	BMPR1B	BMPR1B	BMPR1B	658	"bone morphogenetic protein receptor, type IB"	BMPR1B	ALK-6	ALK6	CDw293	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	serine/threonine receptor kinase	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
TGFBR1	N/A	TKL	STKR	Type1	STKR	N/A	TGFBR1	TGFBR1	7046	"transforming growth factor, beta receptor I (activin A receptor type II-like kinase, 53kDa)"	TGFbR1	AAT5	ACVRLK4	ALK-5	ALK5	SKR4	TGFR-1	N/A	N/A	N/A	N/A	N/A	N/A	N/A	"activin A receptor type II-like kinase, 53kD"	activin receptor-like kinase 5	serine/threonine-protein kinase receptor R4	"transforming growth factor, beta receptor I"	"transforming growth factor, beta receptor I (activin A receptor type II-like kinase, 53kD)"	N/A	N/A	N/A	N/A	N/A
N/A	N/A	TKL	STKR	Type1	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
N/A	N/A	TKL	STKR	Type1	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
ACVR2A	N/A	TKL	STKR	Type2	STKR	N/A	Not found by Ethan	Not found	92	"activin A receptor, type IIA"	ACTR2	ACTRII	ACVR2	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
ACVR2B	N/A	TKL	STKR	Type2	STKR	N/A	Not found by Ethan	ACVR2B	93	"activin A receptor, type IIB"	ACTR2B	ActR-IIB	MGC116908	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	activin A type IIB receptor	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
AMHR2	N/A	TKL	STKR	Type2	STKR	MISR2	Not found by Ethan	Not found	269	"anti-Mullerian hormone receptor, type II"	MISR2	AMHR	MISRII	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	Mullerian inhibiting substance type II receptor	anti-Mullerian hormone receptor type II	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
BMPR2	N/A	TKL	STKR	Type2	STKR	N/A	Not found by Ethan	BMPR2	659	"bone morphogenetic protein receptor, type II (serine/threonine kinase)"	BMPR2	BMPR-II	BMPR3	BMR2	BRK-3	T-ALK	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	bone morphogenetic protein receptor type II	serine/threonine kinase	type II activin receptor-like kinase	N/A	N/A	N/A	N/A	N/A	N/A	N/A
TGFBR2	N/A	TKL	STKR	Type2	STKR	TGF[beta]R2	TGFBR2	TGFBR2	7048	"transforming growth factor, beta receptor II (70/80kDa)"	TGFbR2	AAT3	FAA3	HNPCC6	MFS2	RIIC	TAAD2	TGFR-2	TGFbeta-RII	N/A	N/A	N/A	N/A	N/A	TGF-beta receptor type IIB	TGF-beta type II receptor	transforming growth factor beta receptor type IIC	"transforming growth factor, beta receptor II"	"transforming growth factor, beta receptor II (70-80kD)"	N/A	N/A	N/A	N/A	N/A
SYK	N/A	TK	Syk	N/A	SYK	Syk	Syk/SYK	SYK	6850	spleen tyrosine kinase	SYK	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
ZAP70	N/A	TK	Syk	N/A	SYK	ZAP70	ZAP70	ZAP70	7535	zeta-chain (TCR) associated protein kinase 70kDa	ZAP70	SRK	STD	TZK	ZAP-70	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	syk-related tyrosine kinase	zeta-chain (TCR) associated protein kinase (70 kD)	zeta-chain associated protein kinase 70kDa	"zeta-chain associated protein kinase, 70kD"	N/A	N/A	N/A	N/A	N/A	N/A
TAF1	N/A	Atypical	TAF1	N/A	N/A	N/A	N/A	N/A	6872	"TAF1 RNA polymerase II, TATA box binding protein (TBP)-associated factor, 250kDa"	TAF1	BA2R	CCG1	CCGS	NSCL2	OF	P250	TAF2A	TAFII250	N/A	N/A	N/A	N/A	N/A	DYT3 protein	"TATA box binding protein (TBP)-associated factor, RNA polymerase II, A, 250kD"	TBP-associated factor 1	"cell cycle, G1 phase defect"	"complementation of cell cycle block, G1-to-S"	transcription factor TFIID p250 polypeptide	N/A	N/A	N/A	N/A
TAF1L	N/A	Atypical	TAF1	N/A	N/A	N/A	N/A	N/A	138474	"TAF1-like RNA polymerase II, TATA box binding protein (TBP)-associated factor, 210kDa"	TAF1L	MGC134910	TAF2A2	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	"TAF1-like RNA polymerase II, TATA box binding protein (TBP)-associated factor, 210 kD"	TBP-associated factor RNA polymerase 1-like	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
MGC16169	N/A	Other	TBCK	N/A	N/A	N/A	N/A	N/A	93627	N/A	TBCK	HSPC302	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	hypothetical protein LOC93627	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
BMX	N/A	TK	Tec	N/A	TEC	Etk/BMX	Etk/BMX	BMX	660	BMX non-receptor tyrosine kinase	BMX	ETK	PSCTK2	PSCTK3	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
BTK	N/A	TK	Tec	N/A	TEC	BTK	Not found by Jake	BTK	695	Bruton agammaglobulinemia tyrosine kinase	BTK	AGMX1	AT	ATK	BPK	IMD1	MGC126261	MGC126262	PSCTK1	XLA	N/A	N/A	N/A	N/A	Bruton's tyrosine kinase	OTTHUMP00000063593	dominant-negative kinase-deficient Brutons tyrosine kinase isoform 5	tyrosine-protein kinase BTK isoform 51	N/A	N/A	N/A	N/A	N/A	N/A
ITK	N/A	TK	Tec	N/A	TEC	ITK	ITK	ITK	3702	IL2-inducible T-cell kinase	ITK	EMT	LYK	MGC126257	MGC126258	PSCTK2	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	homolog of mouse T-cell itk/tsk	tyrosine-protein kinase ITK/TSK	tyrosine-protein kinase LYK	N/A	N/A	N/A	N/A	N/A	N/A	N/A
TEC	N/A	TK	Tec	N/A	TEC	TEC	TEC	TEC	7006	tec protein tyrosine kinase	TEC	MGC126760	MGC126762	PSCTK4	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
TXK	N/A	TK	Tec	N/A	TEC	TXK	Not found by Jake	TXK	7294	TXK tyrosine kinase	TXK	BTKL	MGC22473	PSCTK5	PTK4	RLK	TKL	N/A	N/A	N/A	N/A	N/A	N/A	N/A	PTK4 protein tyrosine kinase	PTK4 protein tyrosine kinase 4	tyrosine kinase	N/A	N/A	N/A	N/A	N/A	N/A	N/A
TEK	N/A	TK	Tie	N/A	N/A	TIE2	Not found by Jake	TEK	7010	"TEK tyrosine kinase, endothelial (venous malformations, multiple cutaneous and mucosal)"	TIE2	CD202B	TIE-2	TIE2	VMCM	VMCM1	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	"TEK tyrosine kinase, endothelial"	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
TIE1	N/A	TK	Tie	N/A	N/A	TIE1	Not found by Jake	Not found	7075	tyrosine kinase with immunoglobulin-like and EGF-like domains 1	TIE1	JTK14	TIE	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	Tyrosine kinase with immunoglobulin and epidermal growth factor	receptor tyrosine kinase	tyrosine kinase with immunoglobulin and epidermal growth factor homology domains	tyrosine kinase with immunoglobulin and epidermal growth factor homology domains 1	N/A	N/A	N/A	N/A	N/A	N/A
TRIM24	N/A	Atypical	TIF1	N/A	N/A	N/A	N/A	N/A	8805	tripartite motif-containing 24	TIF1a	PTC6	RNF82	TF1A	TIF1	TIF1A	TIF1ALPHA	hTIF1	N/A	N/A	N/A	N/A	N/A	N/A	transcriptional intermediary factor 1	transcriptional intermediary factor 1 alpha	tripartite motif protein 24	N/A	N/A	N/A	N/A	N/A	N/A	N/A
TRIM28	N/A	Atypical	TIF1	N/A	N/A	N/A	N/A	N/A	10155	tripartite motif-containing 28	TIF1b	FLJ29029	KAP1	RNF96	TF1B	TIF1B	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	KRAB-associated protein 1	nuclear corepressor KAP-1	transcriptional intermediary factor 1-beta	tripartite motif-containing 28 protein	N/A	N/A	N/A	N/A	N/A	N/A
TRIM33	N/A	Atypical	TIF1	N/A	N/A	N/A	N/A	N/A	51592	tripartite motif-containing 33	TIF1g	FLJ32925	PTC7	RFG7	TF1G	TIF1G	TIF1GAMMA	TIFGAMMA	N/A	N/A	N/A	N/A	N/A	N/A	ret-fused gene 7	transcriptional intermediary factor 1 gamma	tripartite motif-containing 33 protein	N/A	N/A	N/A	N/A	N/A	N/A	N/A
MLKL	N/A	TKL	TKL-Unique	N/A	Not Found By Ethan	MLKL	Not found by Ethan	Not found	197259	mixed lineage kinase domain-like	MLKL	FLJ34389	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
STYK1	N/A	TK	TK-Unique	N/A	N/A	SuRTK106	Not found by Jake	STYK1	55359	serine/threonine/tyrosine kinase 1	SuRTK106	DKFZp761P1010	NOK	SuRTK106	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	protein kinase STYK1	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
TLK1	N/A	Other	TLK	N/A	TLK	N/A	TLK1	TLK1	9874	tousled-like kinase 1	TLK1	KIAA0137	PKU-BETA	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	serine threonine protein kinase	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
TLK2	N/A	Other	TLK	N/A	TLK	N/A	Not found by Jake	Not found	11011	tousled-like kinase 2	TLK2	MGC44450	PKU-ALPHA	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	serine/threonine kinase	tousled-like kinase	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
N/A	N/A	Other	TLK	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
N/A	N/A	Other	TLK	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
N/A	N/A	Other	TLK	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
PBK	N/A	Other	TOPK	N/A	N/A	N/A	PBK	PBK	55872	PDZ binding kinase	PBK	FLJ14385	Nori-3	SPK	TOPK	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	MAPKK-like protein kinase	PDZ-binding kinase	T-LAK cell-originated protein kinase	serine/threonine protein kinase	spermatogenesis-related protein kinase	N/A	N/A	N/A	N/A	N/A
TRIB1	N/A	CAMK	Trbl	N/A	N/A	N/A	Not found by Jake	Not found	10221	tribbles homolog 1 (Drosophila)	Trb1	C8FW	GIG2	SKIP1	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	G-protein-coupled receptor induced protein	phosphoprotein regulated by mitogenic pathways	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
TRIB2	N/A	CAMK	Trbl	N/A	N/A	N/A	Not found by Jake	Not found	28951	tribbles homolog 2 (Drosophila)	Trb2	GS3955	TRB2	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	tribbles homolog 2	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
TRIB3	N/A	CAMK	Trbl	N/A	N/A	N/A	Not found by Jake	TRIB3	57761	tribbles homolog 3 (Drosophila)	Trb3	C20orf97	NIPK	SINK	SKIP3	TRB3	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	neuronal cell death inducible putative kinase	p65-interacting inhibitor of NF-kappaB	tribbles 3	N/A	N/A	N/A	N/A	N/A	N/A	N/A
KALRN	N/A	CAMK	Trio	N/A	Not Found By Ethan	Trad	Not found by Ethan	Not found	8997	"kalirin, RhoGEF kinase"	Trad	DUET	FLJ16443	HAPIP	TRAD	duo	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	huntingtin-associated protein interacting protein (duo)	serine/threonine kinase with Dbl- and pleckstrin homology domains	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
LOC729871	N/A	CAMK	Trio	N/A	N/A	N/A	N/A	N/A	729871	N/A	SPEG	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
